path,type,scope,reference_count,suggested_target,notes
docs/SECURITY-EXCEPTIONS.md,doc,legacy-doc-root,2,docs/archive/legacy-docs/SECURITY-EXCEPTIONS.md,move after link/callsite audit
docs/SESSION-CONTINUATION-DEC-4-2025.md,doc,legacy-doc-root,2,docs/archive/legacy-docs/SESSION-CONTINUATION-DEC-4-2025.md,move after link/callsite audit
docs/SILENT-FAILURES-ANALYSIS.md,doc,legacy-doc-root,2,docs/archive/legacy-docs/SILENT-FAILURES-ANALYSIS.md,move after link/callsite audit
docs/SKILL-BACKUP-POLICY.md,doc,legacy-doc-root,7,docs/archive/legacy-docs/SKILL-BACKUP-POLICY.md,move after link/callsite audit
docs/SKILL-MINIMUM-STANDARD.md,doc,legacy-doc-root,5,docs/archive/legacy-docs/SKILL-MINIMUM-STANDARD.md,move after link/callsite audit
docs/SKILLS-AND-MCP-INVENTORY.md,doc,legacy-doc-root,9,docs/archive/legacy-docs/SKILLS-AND-MCP-INVENTORY.md,move after link/callsite audit
docs/SOPS-NIX-INTEGRATION.md,doc,legacy-doc-root,5,docs/archive/legacy-docs/SOPS-NIX-INTEGRATION.md,move after link/callsite audit
docs/STRUCTURAL_ISSUES_AND_IMPROVEMENTS.md,doc,legacy-doc-root,3,docs/archive/legacy-docs/STRUCTURAL_ISSUES_AND_IMPROVEMENTS.md,move after link/callsite audit
docs/SYNTAX_REFERENCE.md,doc,legacy-doc-root,2,docs/archive/legacy-docs/SYNTAX_REFERENCE.md,move after link/callsite audit
docs/SYSTEM-AUDIT-AND-IMPROVEMENTS-DEC-2025.md,doc,legacy-doc-root,4,docs/archive/legacy-docs/SYSTEM-AUDIT-AND-IMPROVEMENTS-DEC-2025.md,move after link/callsite audit
docs/SYSTEM-IMPROVEMENT-PLAN-2026-03.md,doc,legacy-doc-root,7,docs/archive/legacy-docs/SYSTEM-IMPROVEMENT-PLAN-2026-03.md,move after link/callsite audit
docs/SYSTEM-IMPROVEMENTS-V5.md,doc,legacy-doc-root,2,docs/archive/legacy-docs/SYSTEM-IMPROVEMENTS-V5.md,move after link/callsite audit
docs/SYSTEM-READY-FOR-AIDB.md,doc,legacy-doc-root,2,docs/archive/legacy-docs/SYSTEM-READY-FOR-AIDB.md,move after link/callsite audit
docs/SYSTEM_PROJECT_DESIGN.md,doc,legacy-doc-root,2,docs/archive/legacy-docs/SYSTEM_PROJECT_DESIGN.md,move after link/callsite audit
docs/VIBE-CODING-SYSTEM-ARCHITECTURE.md,doc,legacy-doc-root,2,docs/archive/legacy-docs/VIBE-CODING-SYSTEM-ARCHITECTURE.md,move after link/callsite audit
docs/VIRTUALIZATION-SETUP.md,doc,legacy-doc-root,2,docs/archive/legacy-docs/VIRTUALIZATION-SETUP.md,move after link/callsite audit
docs/VLLM-MIGRATION.md,doc,legacy-doc-root,2,docs/archive/legacy-docs/VLLM-MIGRATION.md,move after link/callsite audit
docs/VLLM-MODEL-SELECTION.md,doc,legacy-doc-root,2,docs/archive/legacy-docs/VLLM-MODEL-SELECTION.md,move after link/callsite audit
docs/initial-passwords.md,doc,legacy-doc-root,2,docs/archive/legacy-docs/initial-passwords.md,move after link/callsite audit
docs/skill-dependency-lock.md,doc,legacy-doc-root,15,docs/archive/legacy-docs/skill-dependency-lock.md,move after link/callsite audit
scripts/apply-tls-certificates.sh,script,legacy-script-root,2,scripts/security/apply-tls-certificates.sh,migrated to canonical path; keep root shim until final root cleanup
scripts/archive-project-knowledge.sh,script,legacy-script-root,3,scripts/data/archive-project-knowledge.sh,migrated to canonical path; keep root shim until final root cleanup
scripts/cleanup-migrated-reports.sh,script,legacy-script-root,3,scripts/data/cleanup-migrated-reports.sh,migrated to canonical path; keep root shim until final root cleanup
scripts/collect-ai-metrics.sh,script,legacy-script-root,12,scripts/observability/collect-ai-metrics.sh,migrated to canonical path; keep root shim until final root cleanup
scripts/compare-installed-vs-intended.sh,script,legacy-script-root,7,scripts/testing/compare-installed-vs-intended.sh,migrated to canonical path; keep root shim until final root cleanup
scripts/configure-podman-tcp.sh,script,legacy-script-root,8,scripts/deploy/configure-podman-tcp.sh,migrated to canonical path; keep root shim until final root cleanup
scripts/count-packages-accurately.sh,script,legacy-script-root,4,scripts/governance/count-packages-accurately.sh,migrated to canonical path; keep root shim until final root cleanup
scripts/count-packages-simple.sh,script,legacy-script-root,4,scripts/governance/count-packages-simple.sh,migrated to canonical path; keep root shim until final root cleanup
scripts/cron-templates.sh,script,legacy-script-root,8,scripts/automation/cron-templates.sh,migrated to canonical path; keep root shim until final root cleanup
scripts/curate-residual-gaps.sh,script,legacy-script-root,3,scripts/data/curate-residual-gaps.sh,migrated to canonical path; keep root shim until final root cleanup
scripts/demo-local-ai-usage.py,script,legacy-script-root,7,scripts/testing/demo-local-ai-usage.py,migrated to canonical path; keep root shim until final root cleanup
scripts/deploy-clean.sh,script,legacy-script-root,84,scripts/deploy/deploy-clean.sh,migrated to canonical path; keep root shim until final root cleanup
scripts/edge-model-registry-validate.sh,script,legacy-script-root,2,scripts/governance/edge-model-registry-validate.sh,migrated to canonical path; keep root shim until final root cleanup
scripts/enable-cosmic-power-profiles.sh,script,legacy-script-root,2,scripts/deploy/enable-cosmic-power-profiles.sh,migrated to canonical path; keep root shim until final root cleanup
scripts/enable-progressive-disclosure.sh,script,legacy-script-root,7,scripts/deploy/enable-progressive-disclosure.sh,migrated to canonical path; keep root shim until final root cleanup
scripts/enhance-dashboard-with-controls.sh,script,legacy-script-root,2,scripts/deploy/enhance-dashboard-with-controls.sh,migrated to canonical path; keep root shim until final root cleanup
scripts/evaluate-agent-policy.py,script,legacy-script-root,8,scripts/governance/evaluate-agent-policy.py,migrated to canonical path; keep root shim until final root cleanup
scripts/firewall-audit.sh,script,legacy-script-root,2,scripts/security/firewall-audit.sh,migrated to canonical path; keep root shim until final root cleanup
scripts/fix-mangohud-config.sh,script,legacy-script-root,3,scripts/deploy/fix-mangohud-config.sh,migrated to canonical path; keep root shim until final root cleanup
scripts/fix-secrets-encryption.sh,script,legacy-script-root,2,scripts/security/fix-secrets-encryption.sh,migrated to canonical path; keep root shim until final root cleanup
scripts/fs-integrity-check.sh,script,legacy-script-root,8,scripts/health/fs-integrity-check.sh,migrated to canonical path; keep root shim until final root cleanup
scripts/mangohud-profile.sh,script,legacy-script-root,3,scripts/deploy/mangohud-profile.sh,migrated to canonical path; keep root shim until final root cleanup
scripts/nix-static-analysis.sh,script,legacy-script-root,8,scripts/governance/nix-static-analysis.sh,migrated to canonical path; keep root shim until final root cleanup
scripts/npm-security-monitor.sh,script,legacy-script-root,12,scripts/security/npm-security-monitor.sh,migrated to canonical path; keep root shim until final root cleanup
scripts/p10k-setup-wizard.sh,script,legacy-script-root,9,scripts/deploy/p10k-setup-wizard.sh,migrated to canonical path; keep root shim until final root cleanup
scripts/post-deploy-converge.sh,script,legacy-script-root,17,scripts/automation/post-deploy-converge.sh,migrated to canonical path; keep root shim until final root cleanup
scripts/publish-local-registry.sh,script,legacy-script-root,8,scripts/deploy/publish-local-registry.sh,migrated to canonical path; keep root shim until final root cleanup
scripts/quick-deploy-lint.sh,script,legacy-script-root,18,scripts/governance/quick-deploy-lint.sh,migrated to canonical path; keep root shim until final root cleanup
scripts/rag_system_complete.py,script,legacy-script-root,4,scripts/data/rag-system-complete.py,migrated to canonical path; keep root shim until final root cleanup
scripts/semantic-rank-repo-corpus.py,script,legacy-script-root,3,scripts/data/semantic-rank-repo-corpus.py,migrated to canonical path; keep root shim until final root cleanup
scripts/sign-skill-registry.sh,script,legacy-script-root,8,scripts/security/sign-skill-registry.sh,migrated to canonical path; keep root shim until final root cleanup
scripts/skill-bundle-registry.py,script,legacy-script-root,12,scripts/governance/skill-bundle-registry.py,migrated to canonical path; keep root shim until final root cleanup
scripts/sync_docs_to_ai.sh,script,legacy-script-root,3,scripts/data/sync-docs-to-ai.sh,migrated to canonical path; keep root shim until final root cleanup
